id|fk_series_id|time_original|conc_original|conc_sd_original|conc_lower_bound_original|conc_upper_bound_original|no_conc_val_type|time_hr|conc|conc_sd|conc_lower_bound|conc_upper_bound
1|1|0.069826356|2.618893264|||||0.06982|0.00261|||
2|1|0.23992755|122.1567134|||||0.23992|0.12215|||
3|1|0.40765333|340.571116|47.781569965871||||0.40765|0.34057|||
4|1|0.766815835|990.4318529|76.792296162309||||0.76681|0.99043|||
5|1|1.066636194|510.4093944|54.607508532423||||1.06663|0.5104|||
6|1|1.605649885|273.9645245|27.303754266211||||1.60564|0.27396|||
7|1|2.084565617|139.0971899|37.542662116041||||2.08456|0.13909|||
8|1|2.56140826|90.52214556|46.9278403564612||||2.5614|0.09052|||
9|1|3.614720545|46.39830194|11.9453924914679||||3.61472|0.04639|||
10|1|4.566807827|15.76518679|25.5967823359835||||4.5668|0.01576|||
11|1|5.518290458|10.30065625|18.77133105802||||5.51829|0.0103|||
12|1|7.579598618|8.348498338|11.092150170648||||7.57959|0.00834|||
13|1|9.583292206|4.602903313|||||9.58329|0.0046|||
14|1|13.08600121|4.340528107|||||13.086|0.00434|||
15|1|18.04463348|1.272465765|||||18.04463|0.00127|||
16|1|24.02662622|0.82437642|||||24.02662|8.2E-4|||
17|2|0.010920193|670.0474694|||||0.26208|0.67004|||
18|2|0.006823482|353.1329026|||||0.16376|0.35313|||
19|2|0.008901334|293.2319709|||||0.21363|0.29323|||
20|2|3.995597838|46.52828304|||||95.89434|0.04652|||
21|2|7.026207153|225.5965139|||||168.62897|0.22559|||
22|2|10.00863914|289.7494386|||||240.20733|0.28974|||
23|2|10.01014018|222.1869359|||||240.24336|0.22218|||
24|2|9.999986891|174.8258734|||||239.99968|0.17482|||
25|3|4.0|731.0|119.0||||4.0|0.71491|||
26|3|8.0|843.0|197.0||||8.0|0.82445|||
27|3|24.0|514.0|32.0||||24.0|0.50269|||
28|3|48.0|342.0|37.0||||48.0|0.33447|||
29|4|4.0|2462.0|1061.0||||4.0|2.86279|||
30|4|8.0|4403.0|2661.0||||8.0|5.11976|||
31|4|24.0|626.0|291.0||||24.0|0.7279|||
32|4|48.0|360.0|153.0||||48.0|0.4186|||
33|5|4.0|916.0|426.0||||4.0|0.1345|||
34|5|8.0|1872.0|1935.0||||8.0|0.27488|||
35|5|24.0|444.0|209.0||||24.0|0.06519|||
36|5|48.0|237.0|149.0||||48.0|0.0348|||
37|6|4.0|1078.0|923.0||||4.0|1.58296|||
38|6|8.0|537.0|94.0||||8.0|0.78854|||
39|6|24.0|287.0|8.1||||24.0|0.42143|||
40|6|48.0|141.0|29.0||||48.0|0.20704|||
41|7|4.0|11787.0|5230.0||||4.0||||
42|7|8.0|29439.0|37823.0||||8.0||||
43|7|24.0|8244.0|10336.0||||24.0||||
44|7|48.0|1218.0|861.0||||48.0||||
45|8|4.0|428.0|99.0||||4.0||||
46|8|8.0|389.0|70.0||||8.0||||
47|8|24.0|201.0|5.5||||24.0||||
48|8|48.0|90.0|7.6||||48.0||||
49|9|4.0|7053.0|1707.0||||4.0|0.82587|||
50|9|8.0|7225.0|1743.0||||8.0|0.84601|||
51|9|24.0|3016.0|399.0||||24.0|0.35316|||
52|9|48.0|1724.0|260.0||||48.0|0.20187|||
53|10|4.0|2237.0|2537.0||||4.0|3.00268|||
54|10|8.0|2065.0|912.0||||8.0|2.77181|||
55|10|24.0|618.0|239.0||||24.0|0.82953|||
56|10|48.0|254.0|66.0||||48.0|0.34093|||
57|11|4.0|7774.0|1493.0||||4.0|8.90492|||
58|11|8.0|7305.0|1132.0||||8.0|8.36769|||
59|11|24.0|3962.0|866.0||||24.0|4.53837|||
60|11|48.0|2778.0|549.0||||48.0|3.18213|||
61|12|4.0|903.0|158.0||||4.0|1.204|||
62|12|8.0|863.0|168.0||||8.0|1.15066|||
63|12|24.0|472.0|29.0||||24.0|0.62933|||
64|12|48.0|272.0|15.0||||48.0|0.36266|||
65|13|4.0|774.0|142.0||||4.0|0.9|||
66|13|8.0|712.0|125.0||||8.0|0.8279|||
67|13|24.0|313.0|29.0||||24.0|0.36395|||
68|13|48.0|175.0|36.0||||48.0|0.20348|||
69|14|4.0|152.0|26.0||||4.0|0.18138|||
70|14|8.0|126.0|24.0||||8.0|0.15035|||
71|14|24.0|74.0|2.8||||24.0|0.0883|||
72|14|48.0|39.0|2.9||||48.0|0.04653|||
73|15|4.0|532.0|149.0||||4.0||||
74|15|8.0|470.0|89.0||||8.0||||
75|15|24.0|214.0|16.0||||24.0||||
76|15|48.0|119.0|12.0||||48.0||||
77|16|4.0|7154.0|2704.0||||4.0||||
78|16|8.0|8440.0|2919.0||||8.0||||
79|16|24.0|3192.0|1142.0||||24.0||||
80|16|48.0|1445.0|931.0||||48.0||||
81|17|24.0|246.0|113.0||||24.0|0.24058|||
82|17|48.0|258.0|68.0||||48.0|0.25232|||
83|17|96.0|191.0|23.0||||96.0|0.18679|||
84|31|24.0|2924.0|1367.0||||24.0|2.85967|||
85|31|48.0|5374.0|1689.0||||48.0|5.25577|||
86|31|96.0|2349.0|1618.0||||96.0|2.29732|||
87|18|24.0|1842.0|924.0||||24.0|2.14186|||
88|18|48.0|1472.0|555.0||||48.0|1.71162|||
89|18|96.0|963.0|623.0||||96.0|1.11976|||
90|32|24.0|21599.0|3881.0||||24.0|25.11511|||
91|32|48.0|25116.0|5679.0||||48.0|29.20465|||
92|32|96.0|19875.0|8054.0||||96.0|23.11046|||
93|19|24.0|208.0|90.0||||24.0|0.03054|||
94|19|48.0|657.0|817.0||||48.0|0.09647|||
95|19|96.0|188.0|134.0||||96.0|0.0276|||
96|33|24.0|1984.0|532.0||||24.0|0.29133|||
97|33|48.0|4335.0|2491.0||||48.0|0.63656|||
98|33|96.0|2883.0|1806.0||||96.0|0.42334|||
99|20|24.0|4217.0|1536.0||||24.0|6.19236|||
100|20|48.0|3127.0|684.0||||48.0|4.59177|||
101|20|96.0|2405.0|1185.0||||96.0|3.53157|||
102|34|24.0|23017.0|5333.0||||24.0|33.79882|||
103|34|48.0|28747.0|6047.0||||48.0|42.21292|||
104|34|96.0|27947.0|9663.0||||96.0|41.03817|||
105|21|24.0|3477.0|3308.0||||24.0||||
106|21|48.0|2403.0|1332.0||||48.0||||
107|21|96.0|2104.0|1370.0||||96.0||||
108|35|24.0|8466.0|2739.0||||24.0||||
109|35|48.0|23919.0|16051.0||||48.0||||
110|35|96.0|10225.0|3396.0||||96.0||||
111|22|24.0|200.0|81.0||||24.0||||
112|22|48.0|136.0|32.0||||48.0||||
113|22|96.0|92.0|14.0||||96.0||||
114|36|24.0|1862.0|419.0||||24.0||||
115|36|48.0|2084.0|512.0||||48.0||||
116|36|96.0|1592.0|492.0||||96.0||||
117|23|24.0|2697.0|434.0||||24.0|0.3158|||
118|23|48.0|1533.0|279.0||||48.0|0.1795|||
119|23|96.0|1132.0|229.0||||96.0|0.13255|||
120|37|24.0|32238.0|2309.0||||24.0|3.77494|||
121|37|48.0|28923.0|7053.0||||48.0|3.38676|||
122|37|96.0|18418.0|1999.0||||96.0|2.15667|||
123|24|24.0|360.0|100.0||||24.0|0.48322|||
124|24|48.0|508.0|377.0||||48.0|0.68187|||
125|24|96.0|440.0|262.0||||96.0|0.5906|||
126|38|24.0|3595.0|1531.0||||24.0|4.8255|||
127|38|48.0|4404.0|2247.0||||48.0|5.9114|||
128|38|96.0|3451.0|1921.0||||96.0|4.63221|||
129|25|24.0|1818.0|262.0||||24.0|2.08247|||
130|25|48.0|1874.0|426.0||||48.0|2.14662|||
131|25|96.0|1747.0|250.0||||96.0|2.00114|||
132|39|24.0|14889.0|3572.0||||24.0|17.05498|||
133|39|48.0|19002.0|4625.0||||48.0|21.76632|||
134|39|96.0|15296.0|2055.0||||96.0|17.52119|||
135|26|24.0|638.0|121.0||||24.0|0.85066|||
136|26|48.0|465.0|96.0||||48.0|0.62|||
137|26|96.0|347.0|75.0||||96.0|0.46266|||
138|40|24.0|6068.0|956.0||||24.0|8.09066|||
139|40|48.0|6635.0|1296.0||||48.0|8.84666|||
140|40|96.0|4896.0|1561.0||||96.0|6.528|||
141|27|24.0|356.0|75.0||||24.0|0.41395|||
142|27|48.0|283.0|76.0||||48.0|0.32906|||
143|27|96.0|247.0|70.0||||96.0|0.2872|||
144|41|24.0|3734.0|484.0||||24.0|4.34186|||
145|41|48.0|4178.0|1093.0||||48.0|4.85813|||
146|41|96.0|3049.0|902.0||||96.0|3.54534|||
147|28|24.0|128.0|28.0||||24.0|0.15274|||
148|28|48.0|82.0|18.0||||48.0|0.09785|||
149|28|96.0|63.0|13.0||||96.0|0.07517|||
150|42|24.0|1771.0|122.0||||24.0|2.11336|||
151|42|48.0|1717.0|450.0||||48.0|2.04892|||
152|42|96.0|1242.0|316.0||||96.0|1.4821|||
153|29|24.0|294.0|115.0||||24.0||||
154|29|48.0|312.0|84.0||||48.0||||
155|29|96.0|219.0|45.0||||96.0||||
156|43|24.0|9031.0|564.0||||24.0||||
157|43|48.0|9675.0|2885.0||||48.0||||
158|43|96.0|4963.0|1043.0||||96.0||||
159|30|24.0|1816.0|708.0||||24.0||||
160|30|48.0|2568.0|1775.0||||48.0||||
161|30|96.0|1046.0|370.0||||96.0||||
162|44|24.0|21942.0|3681.0||||24.0||||
163|44|48.0|18080.0|2458.0||||48.0||||
164|44|96.0|17389.0|12555.0||||96.0||||
165|45|1.0|9.216|||||168.0|9.21599|||
166|45|2.0|12.288|||||336.0|12.288|||
167|45|3.0|18.431|||||504.0|18.431|||
168|45|4.0|24.575|||||672.0|24.575|||
169|45|5.0|33.79|||||840.0|33.79|||
170|45|6.0|39.934|||||1008.0|39.93399|||
171|45|7.0|46.078|||||1176.0|46.078|||
172|45|8.0|52.221|||||1344.0|52.221|||
173|45|9.0|58.365|||||1512.0|58.365|||
174|45|10.0|64.509|||||1680.0|64.509|||
175|45|11.0|70.653|||||1848.0|70.653|||
176|45|12.0|86.012|||||2016.0|86.012|||
177|46|24.0|1021.0|468.0||||24.0|0.99853|||
178|46|48.0|739.0|70.0||||48.0|0.72274|||
179|46|96.0|424.0|58.0||||96.0|0.41467|||
180|60|24.0|10950.0|2092.0||||24.0|10.7091|||
181|60|48.0|11546.0|2226.0||||48.0|11.29198|||
182|60|96.0|7483.0|1009.0||||96.0|7.31837|||
183|47|24.0|3803.0|1468.0||||24.0|4.42209|||
184|47|48.0|1660.0|307.0||||48.0|1.93023|||
185|47|96.0|784.0|408.0||||96.0|0.91162|||
186|61|24.0|39493.0|4907.0||||24.0|45.92209|||
187|61|48.0|57538.0|12802.0||||48.0|66.90465|||
188|61|96.0|29037.0|8190.0||||96.0|33.76395|||
189|48|24.0|621.0|305.0||||24.0|0.09118|||
190|48|48.0|555.0|438.0||||48.0|0.08149|||
191|48|96.0|360.0|175.0||||96.0|0.05286|||
192|62|24.0|10441.0|240.0||||24.0|1.53318|||
193|62|48.0|7477.0|3033.0||||48.0|1.09794|||
194|62|96.0|3605.0|707.0||||96.0|0.52936|||
195|49|24.0|25997.0|11358.0||||24.0|38.17474|||
196|49|48.0|4270.0|477.0||||48.0|6.27019|||
197|49|96.0|1729.0|155.0||||96.0|2.53891|||
198|63|24.0|311904.0|21496.0||||24.0|458.00881|||
199|63|48.0|352727.0|76805.0||||48.0|517.95447|||
200|63|96.0|100693.0|38394.0||||96.0|147.86049|||
201|50|24.0|6080.0|230.0||||24.0||||
202|50|48.0|3990.0|1738.0||||48.0||||
203|50|96.0|1515.0|880.0||||96.0||||
204|64|24.0|64338.0|21769.0||||24.0||||
205|64|48.0|50426.0|57568.0||||48.0||||
206|64|96.0|25114.0|26261.0||||96.0||||
207|51|24.0|472.0|164.0||||24.0||||
208|51|48.0|303.0|29.0||||48.0||||
209|51|96.0|129.0|14.0||||96.0||||
210|65|24.0|7987.0|1323.0||||24.0||||
211|65|48.0|5333.0|598.0||||48.0||||
212|65|96.0|2608.0|759.0||||96.0||||
213|52|24.0|7443.0|2449.0||||24.0|0.87154|||
214|52|48.0|3136.0|740.0||||48.0|0.36721|||
215|52|96.0|1385.0|129.0||||96.0|0.16217|||
216|66|24.0|103291.0|44534.0||||24.0|12.09496|||
217|66|48.0|65017.0|3982.0||||48.0|7.61323|||
218|66|96.0|32110.0|6845.0||||96.0|3.75995|||
219|53|24.0|1407.0|722.0||||24.0|1.88859|||
220|53|48.0|777.0|363.0||||48.0|1.04295|||
221|53|96.0|384.0|28.0||||96.0|0.51543|||
222|67|24.0|19961.0|15094.0||||24.0|26.79328|||
223|67|48.0|9629.0|1536.0||||48.0|12.92483|||
224|67|96.0|6039.0|787.0||||96.0|8.10604|||
225|54|24.0|5910.0|1916.0||||24.0|6.76975|||
226|54|48.0|4909.0|1111.0||||48.0|5.62313|||
227|54|96.0|2730.0|97.0||||96.0|3.12714|||
228|68|24.0|44378.0|6188.0||||24.0|50.8339|||
229|68|48.0|48522.0|3416.0||||48.0|55.58075|||
230|68|96.0|36618.0|6926.0||||96.0|41.94501|||
231|55|24.0|1747.0|580.0||||24.0|2.32933|||
232|55|48.0|595.0|160.0||||48.0|0.79333|||
233|55|96.0|460.0|59.0||||96.0|0.61333|||
234|69|24.0|19758.0|2021.0||||24.0|26.344|||
235|69|48.0|15843.0|1749.0||||48.0|21.124|||
236|69|96.0|8381.0|2615.0||||96.0|11.17466|||
237|56|24.0|911.0|289.0||||24.0|1.0593|||
238|56|48.0|665.0|115.0||||48.0|0.77325|||
239|56|96.0|345.0|47.0||||96.0|0.40116|||
240|70|24.0|14112.0|4469.0||||24.0|16.4093|||
241|70|48.0|9640.0|1048.0||||48.0|11.2093|||
242|70|96.0|6168.0|2034.0||||96.0|7.17209|||
243|57|24.0|324.0|105.0||||24.0|0.38663|||
244|57|48.0|149.0|17.0||||48.0|0.1778|||
245|57|96.0|89.0|6.0||||96.0|0.1062|||
246|71|24.0|4827.0|216.0||||24.0|5.76014|||
247|71|48.0|3306.0|453.0||||48.0|3.9451|||
248|71|96.0|1418.0|513.0||||96.0|1.69212|||
249|58|24.0|958.0|354.0||||24.0||||
250|58|48.0|535.0|70.0||||48.0||||
251|58|96.0|342.0|107.0||||96.0||||
252|72|24.0|27550.0|8948.0||||24.0||||
253|72|48.0|18755.0|5995.0||||48.0||||
254|72|96.0|6146.0|2715.0||||96.0||||
255|59|24.0|5076.0|3388.0||||24.0||||
256|59|48.0|1863.0|1054.0||||48.0||||
257|59|96.0|833.0|158.0||||96.0||||
258|73|24.0|33364.0|3211.0||||24.0||||
259|73|48.0|34451.0|5020.0||||48.0||||
260|73|96.0|12218.0|3613.0||||96.0||||
261|74|0.074563812|892.7038627|||||0.07456|0.8927|||
262|74|0.248994274|2909.871245|||||0.24899|2.90987|||
263|74|0.992893242|193.1330472|||||0.99289|0.19313|||
264|74|1.984894497|34.33476395|||||1.98489|0.03433|||
265|74|3.990094017|12.87553648|||||3.99009|0.01287|||
266|74|5.995311467|8.583690987|||||5.99531|0.00858|||
267|74|7.984867603|8.583690987|||||7.98486|0.00858|||
268|75|14.53443234|1.247977134|||||0.24224|1.24797|||
269|75|19.57692768|0.883662803|||||0.32628|0.88366|||
270|75|29.81633805|0.528622233|||||0.49693|0.52862|||
271|75|69.88696411|0.136205231|||||1.16478|0.1362|||
272|75|100.2142723|0.063410864|||||1.67023|0.06341|||
273|75|129.698685|0.032355359|||||2.16164|0.03235|||
274|75|190.3055902|0.013525658|||||3.17175|0.01352|||
275|76|0.157318949|159.1268486|||||0.15731|0.15912|||
276|76|0.488310514|63.56789905|||||0.48831|0.06356|||
277|76|0.819586165|46.63824684|||||0.81958|0.04663|||
278|76|1.155085574|28.80890653|||||1.15508|0.0288|||
279|76|1.486436266|24.81816194|||||1.48643|0.02481|||
280|76|2.002887307|22.38400187|||||2.00288|0.02238|||
281|77|0.157640555|316.6814793|||||0.15764|0.31668|||
282|77|0.488766123|168.5194613|||||0.48876|0.16851|||
283|77|0.828580413|106.5116862|||||0.82858|0.10651|||
284|77|1.159802462|69.67683554|||||1.1598|0.06967|||
285|77|1.499756115|59.34032735|||||1.49975|0.05934|||
286|77|2.003149952|39.26652021|||||2.00314|0.03926|||
287|77|2.988561546|23.43489509|||||2.98856|0.02343|||
288|77|3.99112546|12.18786881|||||3.99112|0.01218|||
289|78|0.158149765|941.5601507|||||0.15814|0.94156|||
290|78|0.480533008|376.1338902|||||0.48053|0.37613|||
291|78|0.82468898|257.607738|||||0.82468|0.2576|||
292|78|1.14740455|209.5536082|||||1.1474|0.20955|||
293|78|1.487331403|168.5194613|||||1.48733|0.16851|||
294|78|2.003680602|122.2286742|||||2.00368|0.12222|||
295|78|2.993390996|72.11612429|||||2.99339|0.07211|||
296|78|3.995987071|40.17769856|||||3.99598|0.04017|||
297|79|0.167949615|115.6249885|||||0.16794|0.11562|||
298|79|0.516445066|67.76749581|||||0.51644|0.06776|||
299|79|0.835549335|43.58572379|||||0.83554|0.04358|||
300|79|1.167249825|23.82589263|||||1.16724|0.02382|||
301|79|1.503149055|25.25049297|||||1.50314|0.02525|||
302|79|1.994401679|16.05271702|||||1.9944|0.01605|||
303|79|2.99790063|15.86735044|||||2.9979|0.01586|||
304|80|0.176347096|282.780976|||||0.17634|0.28278|||
305|80|0.516445066|140.8646491|||||0.51644|0.14086|||
306|80|0.835549335|89.55311692|||||0.83554|0.08955|||
307|80|1.167249825|70.99013178|||||1.16724|0.07099|||
308|80|1.503149055|58.95108507|||||1.50314|0.05895|||
309|80|1.994401679|46.19180607|||||1.9944|0.04619|||
310|80|2.99790063|33.75773239|||||2.9979|0.03375|||
311|80|4.013995801|21.71181305|||||4.01399|0.02171|||
312|81|0.176347096|852.3993843|||||0.17634|0.85239|||
313|81|0.516445066|429.5750923|||||0.51644|0.42957|||
314|81|0.839748076|303.190093|||||0.83974|0.30319|||
315|81|1.167249825|229.4329228|||||1.16724|0.22943|||
316|81|1.498950315|169.6321618|||||1.49895|0.16963|||
317|81|1.994401679|128.3656807|||||1.9944|0.12836|||
318|81|3.014695591|100.5824171|||||3.01469|0.10058|||
319|81|3.99720084|57.5974864|||||3.9972|0.05759|||
320|90|10.0|2.67|||||0.16666|2.67|||
321|90|20.0|1.26|||||0.33333|1.26|||
322|90|40.0|0.91|||||0.66666|0.91|||
323|90|60.0|0.67|||||1.0|0.67|||
324|90|90.0|0.51|||||1.5|0.51|||
325|90|120.0|0.37|||||2.0|0.37|||
326|90|180.0|0.24|||||3.0|0.24|||
327|90|240.0|0.13|||||4.0|0.13|||
328|91|10.0|2.92|||||0.16666|2.92|||
329|91|20.0|1.91|||||0.33333|1.91|||
330|91|40.0|1.09|||||0.66666|1.09|||
331|91|60.0|0.74|||||1.0|0.74|||
332|91|90.0|0.31|||||1.5|0.31|||
333|91|120.0|0.19|||||2.0|0.19|||
334|91|180.0|0.08|||||3.0|0.08|||
335|92|10.0|3.06|||||0.16666|3.06|||
336|92|20.0|2.09|||||0.33333|2.09|||
337|92|40.0|1.18|||||0.66666|1.18|||
338|92|60.0|0.92|||||1.0|0.92|||
339|92|90.0|0.82|||||1.5|0.82|||
340|92|120.0|0.59|||||2.0|0.59|||
341|92|180.0|0.33|||||3.0|0.33|||
342|92|240.0|0.15|||||4.0|0.15|||
343|93|10.0|2.61|||||0.16666|2.61|||
344|93|20.0|1.77|||||0.33333|1.77|||
345|93|40.0|0.94|||||0.66666|0.94|||
346|93|60.0|0.64|||||1.0|0.64|||
347|93|90.0|0.46|||||1.5|0.46|||
348|93|120.0|0.43|||||2.0|0.43|||
349|93|180.0|0.22|||||3.0|0.22|||
350|94|10.0|1.86|||||0.16666|1.86|||
351|94|20.0|1.08|||||0.33333|1.08|||
352|94|40.0|0.98|||||0.66666|0.98|||
353|94|60.0|0.66|||||1.0|0.66|||
354|94|90.0|0.5|||||1.5|0.5|||
355|94|120.0|0.21|||||2.0|0.21|||
356|94|180.0|0.08|||||3.0|0.08|||
357|95|10.0|3.42|||||0.16666|3.42|||
358|95|20.0|2.62|||||0.33333|2.62|||
359|95|40.0|1.89|||||0.66666|1.89|||
360|95|60.0|1.54|||||1.0|1.54|||
361|95|90.0|1.01|||||1.5|1.01|||
362|95|120.0|0.69|||||2.0|0.69|||
363|95|180.0|0.18|||||3.0|0.18|||
364|98|20.0|0.34|||||0.33333|0.34|||
365|98|40.0|0.31|||||0.66666|0.31|||
366|98|60.0|0.18|||||1.0|0.18|||
367|99|40.0|0.23|||||0.66666|0.23|||
368|102|60.0|2.75|||||1.0|2.75|||
369|102|90.0|3.36|||||1.5|3.36|||
370|102|120.0|1.88|||||2.0|1.88|||
371|102|180.0|0.82|||||3.0|0.82|||
372|102|240.0|0.53|||||4.0|0.53|||
373|102|300.0|0.41|||||5.0|0.41|||
374|103|20.0|0.3|||||0.33333|0.3|||
375|103|40.0|4.51|||||0.66666|4.51|||
376|103|60.0|4.6|||||1.0|4.59999|||
377|103|90.0|1.22|||||1.5|1.22|||
378|103|120.0|0.75|||||2.0|0.75|||
379|103|180.0|0.36|||||3.0|0.36|||
380|103|240.0|0.33|||||4.0|0.33|||
381|105|240.0|2.12|||||4.0|2.12|||
382|105|300.0|0.67|||||5.0|0.67|||
383|103|300.0|0.19|||||5.0|0.19|||
384|82|0.501542262|63.70826886|||||0.50154|0.0637|||
385|82|0.992314081|116.2165731|||||0.99231|0.11621|||
386|82|2.081377863|128.0047563|||||2.08137|0.128|||
387|82|4.032261367|85.12750994|||||4.03226|0.08512|||
388|82|6.070168412|86.97490026|||||6.07016|0.08697|||
389|82|7.932656474|77.28796779|||||7.93265|0.07728|||
390|82|11.99237633|37.2473664|||||11.99237|0.03724|||
391|83|0.48225375|156.9654957|||||0.48225|0.15696|||
392|83|0.991105989|218.9406184|||||0.9911|0.21894|||
393|83|2.080825008|171.0410024|||||2.08082|0.17104|||
394|83|4.031053276|160.3718744|||||4.03105|0.16037|||
395|83|6.069513176|122.6247369|||||6.06951|0.12262|||
396|83|8.002521021|95.797016|||||8.00252|0.09579|||
397|83|11.99082014|84.2185821|||||11.99082|0.08421|||
398|83|24.04487057|28.78773255|||||24.04487|0.02878|||
399|82|24.02980014|7.770391317|||||24.0298|0.00777|||
400|84|0.498982746|243.7509893|||||0.49898|0.24375|||
401|84|0.990061707|378.5197792|||||0.99006|0.37851|||
402|84|2.079719297|305.3855509|||||2.07971|0.30538|||
403|84|4.03013185|259.9671152|||||4.03013|0.25996|||
404|84|6.033516144|192.4785261|||||6.03351|0.19247|||
405|84|8.018594781|209.7385792|||||8.01859|0.20973|||
406|84|11.98963253|156.9654957|||||11.98963|0.15696|||
407|84|24.02480396|106.6527426|||||24.0248|0.10665|||
408|85|0.552886493|136.4069512|||||0.55288|0.1364|||
409|85|1.051223845|87.49220317|||||1.05122|0.08749|||
410|85|2.052053092|109.184745|||||2.05205|0.10918|||
411|85|4.01590525|69.98618263|||||4.0159|0.06998|||
412|85|6.015860381|69.15243787|||||6.01586|0.06915|||
413|85|7.999737433|93.22782299|||||7.99973|0.09322|||
414|85|11.98140925|69.73917202|||||11.9814|0.06973|||
415|85|24.01200829|24.71524183|||||24.012|0.02471|||
416|86|0.518985428|159.3356355|||||0.51898|0.15933|||
417|86|1.038220128|271.3551851|||||1.03822|0.27135|||
418|86|2.037678375|234.7982499|||||2.03767|0.23479|||
419|86|4.038173597|268.0035478|||||4.03817|0.268|||
420|86|6.020014923|209.7656659|||||6.02001|0.20976|||
421|86|8.002687158|204.9810196|||||8.00268|0.20498|||
422|86|12.02000495|209.2077557|||||12.02|0.2092|||
423|86|24.032781|63.47451834|||||24.03278|0.06347|||
424|87|0.52023179|222.2751898|||||0.52023|0.22227|||
425|87|4.021596973|320.0753082|||||4.02159|0.32007|||
426|87|6.020928922|267.7677845|||||6.02092|0.26776|||
427|87|8.004764429|357.0073061|||||8.00476|0.357|||
428|87|11.97044126|372.5544409|||||11.97044|0.37255|||
429|87|24.03868045|306.8567113|||||24.03868|0.30685|||
430|88|0.503511252|23.90817022|||||0.50351|0.0239|||
431|88|1.053500465|39.08694955|||||1.0535|0.03908|||
432|88|2.015231944|61.7837352|||||2.01523|0.06178|||
433|88|4.057805091|90.26639288|||||4.0578|0.09026|||
434|88|5.979789583|101.9884392|||||5.97978|0.10198|||
435|88|8.091350851|180.1829733|||||8.09135|0.18018|||
436|88|12.03708408|121.6311113|||||12.03708|0.12163|||
437|88|24.02941855|54.70863408|||||24.02941|0.0547|||
438|89|0.515463918|19.02241707|||||0.51546|0.01902|||
439|89|0.975699558|21.44810306|||||0.97569|0.02144|||
440|89|1.988217968|44.63908199|||||1.98821|0.04463|||
441|89|4.068483063|116.6904471|||||4.06848|0.11669|||
442|89|5.946244477|217.8630363|||||5.94624|0.21786|||
443|89|7.989690722|181.7304663|||||7.98969|0.18173|||
444|89|12.02135493|192.6172944|||||12.02135|0.19261|||
445|89|24.00589102|130.3437325|||||24.00589|0.13034|||
446|106|0.111743193823647|14.4977168949771|||||0.11174|14.49771|||
447|106|0.193010971149935|24.3150684931506|||||0.19301|24.31506|||
448|106|0.274278748476225|30.2511415525114|||||0.27427|30.25114|||
449|106|0.507923608289311|28.5388127853881|||||0.50792|28.53881|||
450|106|0.772043884599754|25.5136986301369|||||0.77204|25.51369|||
451|106|1.00568874441283|23.8584474885844|||||1.00568|23.85844|||
452|106|1.52377082486794|14.269406392694|||||1.52377|14.2694|||
453|106|2.02153596099146|11.3013698630136|||||2.02153|11.30136|||
454|106|4.03291344981714|4.50913242009131|||||4.03291|4.50913|||
455|106|8.00487606663957|0.913242009132382|||||8.00487|0.91324|||
456|106|11.9869971556277|0.171232876712274|||||11.98699|0.17123|||
457|106|23.9943112555871|0.0|||||23.99431|0.0|||
458|107|4.69500633663763|30.3668585423629|||||0.07825|31.12603|||
459|107|10.3611981648312|47.4064321560897|||||0.17268|48.59159|||
460|107|14.2979300317324|57.550450586461|||||0.23829|58.98921|||
461|107|21.5949071117705|77.9943230641833|||||0.35991|79.94418|||
462|107|28.892591537396|33.3816987917263|||||0.48154|34.21624|||
463|107|44.5012329426559|52.6695131585205|||||0.74168|53.98625|||
464|107|59.7346275137785|29.6054161247745|||||0.99557|30.34555|||
465|107|92.0203558341274|57.3145181365811|||||1.53367|58.74738|||
466|107|120.698267985735|15.719677197027|||||2.01163|16.11266|||
467|107|184.784485553448|14.4691714533392|||||3.07974|14.8309|||
468|107|239.658587863128|1.91654809499463|||||3.9943|1.96446|||
469|107|360.186385562289|1.28257392319554|||||6.0031|1.31463|||
470|108|32.2284333277663|693.323085389426|||||0.53714||||
471|108|61.0729253652163|248.40289189764|||||1.01788||||
472|108|121.114894536737|229.829852749472|||||2.01858||||
473|108|181.462083329239|214.886328082623|||||3.02436||||
474|108|240.777962255253|135.630120781724|||||4.01296||||
475|108|363.648488540018|118.569938472156|||||6.0608||||
476|109|0.25|128.798586572438|33.65266773||||0.25|23.08272|||
477|109|0.5|105.47703180212|26.91614079||||0.5|18.90314|||
478|109|1.0|92.5795053003533|13.5927875||||1.0|16.5917|||
479|109|2.0|11.4840989399293|14.19145551||||2.0|2.05813|||
480|109|3.0|1.59010600706719|||||3.0|0.28497|||
481|109|6.0|0.0|||||6.0|0.0|||
490|111|0.5|377.358490566024|||||0.5|377.35849|||
491|111|1.0|94.3396226414988|||||1.0|94.33962|||
492|111|2.0|141.509433962251|||||2.0|141.50943|||
493|111|4.0|165.094339622628|||||4.0|165.09433|||
494|111|8.0|801.886792452802|||||8.0|801.88679|||
495|111|12.0|518.867924528276|||||12.0|518.86792|||
496|111|22.0|47.1698113207312|||||22.0|47.16981|||
497|111|23.9999999999999|117.924528301868|||||23.99999|117.92452|||
498|110|0.5|26863.2075471698|||||0.5|26863.20754|||
499|110|1.0|20849.0566037735|||||1.0|20849.0566|||
